Gender,Age,Type of Job,Weekly working hours,Income,Home country,Timepass,Fave Sports,Most visited websites,Most listened musics,Most watched movies,Most watched tv programmes,Most read books,Openness to Experience,Conscientiousness,Extraversion,Agreeableness,Neuroticism,Number of countries visited,visits web in Automotive,visits web in Baby Products,visits web in Health & Beauty,visits web in Media,visits web in Consumer Electronics,visits web in Console & Video Games,visits web in Tools,visits web in Living,visits web in Grocery,visits web in Home,visits web in Betting,visits web in Jewellery & Watches,visits web in Musical Instruments,visits web in Office,visits web in Pet Supplies,visits web in Computer Software,visits web in Sports,visits web in Toys & Games,visits web in Dating,visits web in Clothing & Shoes,max star in Clothing & Shoes,max star in Automotive,max star in Baby Products,max star in Health & Beauty,max star in Media (BMVD),max star in Consumer Electronics,max star in Console & Video Games,max star in DIY & Tools,max star in Garden & Outdoor living,max star in Grocery,max star in Kitchen & Home,max star in Betting,max star in Jewellery & Watches,max star in Musical Instruments,max star in Office Products,max star in Pet Supplies,max star in Computer Software,max star in Sports & Outdoors,max star in Toys & Games,max star in Dating Sites,clicks Clothing & Shoes,clicks Automotive,clicks Baby Products,clicks Health & Beauty,clicks Media (BMVD),clicks Consumer Electronics,clicks Console & Video Games,clicks DIY & Tools,clicks Garden & Outdoor living,clicks Grocery,clicks Kitchen & Home,clicks Betting,clicks Jewellery & Watches,clicks Musical Instruments,clicks Office Products,clicks Pet Supplies,clicks Computer Software,clicks Sports & Outdoors,clicks Toys & Games,clicks Dating Sites,average star in Clothing & Shoes,average star in Automotive,average star in Baby Products,average star in Health & Beauty,average star in Media (BMVD),average star in Consumer Electronics,average star in Console & Video Games,average star in DIY & Tools,average star in Garden & Outdoor living,average star in Grocery,average star in Kitchen & Home,average star in Betting,average star in Jewellery & Watches,average star in Musical Instruments,average star in Office Products,average star in Pet Supplies,average star in Computer Software,average star in Sports & Outdoors,average star in Toys & Games,average star in Dating Sites
1,21,Student,1,0,Canada,Internet,I do not like Sports,"Console & video games, Clothing & shoes, Health & Beauty, Home stuffs, Toys & games","Alternative Music, Electronic Music, Indie Pop, R&amp;B - Soul","Comedy, Thriller, Animation, Documentary","Comedy, Drama, Music","Action and Adventure, Science, Fantasy",0,0,3,1,0,4,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,4,2,1,4,3,3,3,2,4,3,4,1,3,3,5,4,4,2,4,2,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,1,0,1,0,2.066666666666667,1.2666666666666666,1.0,1.4,1.4666666666666666,1.8,1.9333333333333333,1.2666666666666666,2.3333333333333335,1.7333333333333334,1.8,1.0,1.4666666666666666,1.2666666666666666,2.0,1.8666666666666667,1.8666666666666667,1.2666666666666666,1.4,1.4
0,23,Self-employment,1,2,Canada,Internet,"Individual sports‎ (Tennis, Archery, ...)",Computer software,Rock,Action,Drama,Action and Adventure,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,3,2,5,5,3,3,5,5,5,4,4,3,3,5,5,5,4,3,2,1,0,0,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,0,0,1.8,1.5333333333333334,1.3333333333333333,2.066666666666667,1.7333333333333334,1.7333333333333334,1.4666666666666666,3.066666666666667,3.1333333333333333,2.8666666666666667,1.6666666666666667,1.4,1.3333333333333333,1.4,2.8,1.5333333333333334,2.2,1.8666666666666667,1.8,1.0666666666666667
0,36,Contract employment,1,1,India,Internet,"Team sports (Footbal, Baseball, Rugby, ...) ","Clothing & shoes, Automotive, Health & Beauty, Media (BMVD), Consumer electronics, Tools & hardware, Console & video games","Classical Music, Dance Music, Asian Pop (J-Pop or K-pop), Jazz, Pop (Popular music), Blues, Rock","Action, Comedy, Sci-Fi, Family, Romance, Musical, Sport","Comedy, Entertainment (Variety Shows), Factual, Music, News, Religion &amp; Ethics, Sport","Science fiction, Satire, Action and Adventure, Romance, Travel, Religious, Science, Comics, Guide",0,1,1,1,3,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,4,5,5,5,5,5,5,5,5,2,5,4,5,5,4,5,5,3,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,3.4,3.6666666666666665,2.8666666666666667,3.6666666666666665,3.7333333333333334,3.066666666666667,3.3333333333333335,3.533333333333333,2.933333333333333,3.3333333333333335,3.0,1.4,3.1333333333333333,2.533333333333333,3.466666666666667,3.2666666666666666,2.8666666666666667,3.2666666666666666,3.0,1.8666666666666667
0,48,Contract employment,1,1,Canada,Internet,"Indoor sports, Precision sports‎ (Golf, Bowling, ...)","Health & Beauty, Clothing & shoes, Computer software","Easy Listening, Hip Hop - Rap, Pop (Popular music)","Action, Comedy, Horror","Comedy, Entertainment (Variety Shows), News",Action and Adventure,0,0,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,3,4,4,3,5,4,3,4,4,4,3,3,3,3,3,4,4,4,3,1,0,1,1,0,1,1,0,1,1,1,0,0,0,0,0,1,1,1,0,2.6,2.6,2.4,2.3333333333333335,2.2666666666666666,2.8666666666666667,2.466666666666667,2.2,2.4,2.6666666666666665,2.533333333333333,2.2666666666666666,2.533333333333333,2.3333333333333335,2.466666666666667,2.1333333333333333,2.6666666666666665,2.6,2.7333333333333334,2.3333333333333335
0,35,Self-employment,1,2,Canada,Sports,"Individual sports‎ (Tennis, Archery, ...), Team sports (Footbal, Baseball, Rugby, ...) , Olympic sports‎",Sports & outdoor,"Alternative Music, Hip Hop - Rap","Comedy, Action, Biography","Sport, Comedy",Biographies,1,1,1,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,4,1,4,4,4,4,2,3,4,3,3,3,1,4,1,4,4,5,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,1,0,1,1,1,0,1.7333333333333334,1.5333333333333334,1.0,1.9333333333333333,2.2,2.6666666666666665,3.1333333333333333,1.0666666666666667,1.3333333333333333,2.7333333333333334,1.2666666666666666,1.3333333333333333,1.1333333333333333,1.0,1.9333333333333333,1.0,2.2666666666666666,2.4,2.8,1.0
1,30,Contract employment,1,2,United Kingdom,Reading,"Equestrian sports‎, Water sports","Clothing & shoes, Health & Beauty","Jazz, Latin Music, Pop (Popular music), Reggae","Adventure, Action, Comedy, Romance","Comedy, Entertainment (Variety Shows), News","Action and Adventure, Romance, Series, Biographies, Autobiographies",1,-1,0,0,1,21,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,1,4,4,3,4,1,2,3,3,1,4,1,1,1,1,4,2,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,2.0,1.0,1.0,1.7333333333333334,1.4,1.4,2.066666666666667,1.0,1.0666666666666667,1.1333333333333333,1.2,1.0,2.3333333333333335,1.0,1.0,1.0,1.0,1.3333333333333333,1.0666666666666667,1.0
0,49,Temporary,0,0,Canada,Music,"Team sports (Footbal, Baseball, Rugby, ...) ",Media (BMVD),Rock,Documentary,Factual,Poetry,1,-1,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,3,3,3,1,1,1,1,3,1,2,3,2,2,1,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6666666666666667,1.0,1.2666666666666666,1.6,1.4666666666666666,1.0,1.0,1.0,1.0,1.4,1.0,1.0666666666666667,1.1333333333333333,1.2,1.2,1.0,1.0666666666666667,1.1333333333333333,1.0,1.0
1,22,Temporary,0,1,United Kingdom,Internet,"Olympic sports‎, Winter sports","Media (BMVD), Health & Beauty, Dating","Jazz, Indie Pop, Alternative Music, Electronic Music","Adventure, Documentary, Thriller, Romance","Factual, Music","Romance, Guide, Biographies",1,0,2,2,-2,13,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,2,2,4,4,4,3,3,2,4,3,3,4,4,4,3,4,4,3,4,1,0,0,1,1,1,0,0,0,1,0,0,1,1,1,0,1,1,0,1,2.466666666666667,1.2666666666666666,1.2666666666666666,2.533333333333333,3.1333333333333333,2.933333333333333,2.2666666666666666,1.2666666666666666,1.8666666666666667,3.0,2.1333333333333333,1.3333333333333333,2.7333333333333334,2.2,2.533333333333333,1.5333333333333334,2.6666666666666665,2.8,1.9333333333333333,2.7333333333333334
1,26,Self-employment,1,1,India,Internet,Indoor sports,"Computer software, Health & Beauty, Stationery & office supplies, Baby products, Home stuffs, Clothing & shoes","Classical Music, R&amp;B - Soul","Comedy, Drama, Epic - Historical, Thriller, Family, Romance, Animation, Documentary","Comedy, Drama, Learning, News, Sport","Romance, Drama, Self help, Guide, Religious, Science, Prayer books, Encyclopedias, Autobiographies",4,0,0,4,4,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3.6666666666666665,3.6666666666666665,4.933333333333334,4.2,4.266666666666667,5.0,2.466666666666667,4.2,4.733333333333333,3.8666666666666667,4.4,2.933333333333333,4.733333333333333,3.2,4.733333333333333,3.7333333333333334,4.266666666666667,4.0,3.933333333333333,1.5333333333333334
1,22,Contract employment,1,1,United Kingdom,Internet,"Individual sports‎ (Tennis, Archery, ...), Olympic sports‎, I do not like Sports","Media (BMVD), Health & Beauty, Clothing & shoes",Electronic Music,"Thriller, Comedy, Drama, Animation, Documentary, Family, Biography, Epic - Historical","Comedy, Drama, Factual, Learning, News",Self help,0,2,1,1,-1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,5,3,4,2,3,1,2,4,4,1,4,2,4,1,4,3,3,3,1,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,2.3333333333333335,1.0,1.2666666666666666,2.0,2.066666666666667,1.1333333333333333,1.1333333333333333,1.0,1.0666666666666667,2.933333333333333,1.2666666666666666,1.0,2.066666666666667,1.0666666666666667,2.6666666666666665,1.0,2.3333333333333335,1.4666666666666666,1.6,1.3333333333333333
1,30,Unemploied,0,1,Canada,Internet,"Individual sports‎ (Tennis, Archery, ...)",Health & Beauty,Dance Music,Thriller,"Children's, Drama","Self help, Romance",0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,1,2,2,1,3,4,3,4,1,3,2,3,2,3,3,1,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1.2666666666666666,1.0666666666666667,1.2666666666666666,1.0,1.4,1.2,1.0,1.2666666666666666,2.2,1.2,1.4,1.0,1.4666666666666666,1.3333333333333333,1.8,1.1333333333333333,1.7333333333333334,1.7333333333333334,1.0,1.0666666666666667
1,31,Student,1,1,Canada,Reading,Winter sports,"Pet supplies, Outdoor Living, Computer software, Consumer electronics, Health & Beauty","Classical Music, Dance Music, Pop (Popular music)","Adventure, Action, Crime and Gangster, Thriller, Sci-Fi, Drama, Documentary, Mystery","Drama, Factual, Weather","Mystery, Drama, Biographies, Science fiction, Self help, Travel, History",-1,0,-1,-1,0,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,3,2,2,3,4,4,5,2,5,4,4,2,4,3,4,4,4,2,3,2,0,0,0,0,1,1,1,0,1,1,1,0,1,0,1,1,1,0,0,0,2.0,1.3333333333333333,1.2666666666666666,2.2666666666666666,2.6666666666666665,2.8,3.2666666666666666,1.6666666666666667,4.066666666666666,2.3333333333333335,2.8,1.2666666666666666,2.7333333333333334,1.8666666666666667,2.8666666666666667,2.933333333333333,2.933333333333333,1.4666666666666666,1.5333333333333334,1.3333333333333333
0,39,Contract employment,1,2,Canada,Internet,"Individual sports‎ (Tennis, Archery, ...)",Baby products,Pop (Popular music),Adventure,Comedy,Science fiction,2,-2,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,5,5,5,5,5,5,5,4,5,4,5,4,2,5,5,5,5,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,2.3333333333333335,2.6666666666666665,1.7333333333333334,2.933333333333333,2.3333333333333335,3.6666666666666665,1.6666666666666667,1.9333333333333333,2.066666666666667,2.0,2.1333333333333333,1.2666666666666666,2.7333333333333334,2.6666666666666665,1.7333333333333334,1.1333333333333333,3.0,1.8666666666666667,2.3333333333333335,2.6
1,52,Contract employment,0,0,United Kingdom,Reading,"Individual sports‎ (Tennis, Archery, ...)","Media (BMVD), Outdoor Living, Console & video games, Home stuffs, Stationery & office supplies",Rock,"Action, Adventure, Thriller, Drama, Comedy, Fantasy, Sci-Fi, Family","Drama, Factual, Learning, News, Weather, Comedy","Science fiction, Action and Adventure, Drama",1,0,0,1,2,7,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,3,4,2,3,4,4,4,4,5,4,5,1,3,3,4,4,3,5,3,1,0,1,0,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,0,2.0,2.533333333333333,1.9333333333333333,2.2,2.4,2.7333333333333334,2.6,2.8,3.8666666666666667,2.6666666666666665,2.8666666666666667,1.0,2.1333333333333333,2.2,2.8,2.2666666666666666,2.2,3.533333333333333,2.2666666666666666,1.0
1,19,Student,1,2,Canada,Sports,"Team sports (Footbal, Baseball, Rugby, ...) , Skating sports, Water sports, Winter sports","Sports & outdoor, Jewellery & watches, Clothing & shoes","Hip Hop - Rap, Pop (Popular music), R&amp;B - Soul","Action, Adventure, Comedy, Crime and Gangster","Comedy, Entertainment (Variety Shows), Sport","Encyclopedias, Autobiographies, Biographies, Action and Adventure, Mystery",1,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,3,3,3,4,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,2.2,1.9333333333333333,2.2,2.0,1.8666666666666667,2.1333333333333333,1.8666666666666667,1.6666666666666667,1.8,1.7333333333333334,1.4666666666666666,2.4,1.8,1.8,1.9333333333333333,1.8666666666666667,2.466666666666667,1.8,1.3333333333333333
1,32,Self-employment,0,1,United Kingdom,Internet,"Team sports (Footbal, Baseball, Rugby, ...) ",Consumer electronics,Indie Pop,Comedy,Children's,Romance,0,2,2,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4,3,3,3,2,2,1,4,3,1,1,1,2,1,3,2,3,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.2,1.0,2.4,1.4,1.4,1.4,1.0666666666666667,1.0666666666666667,1.0,1.3333333333333333,1.2666666666666666,1.0,1.0,1.0,1.2,1.0,1.1333333333333333,1.2666666666666666,1.7333333333333334,1.0
1,21,Contract employment,1,1,United Kingdom,Internet,"Team sports (Footbal, Baseball, Rugby, ...) , Other","Clothing & shoes, Baby products, Media (BMVD), Consumer electronics, Home stuffs, Betting, Dating, Stationery & office supplies","Pop (Popular music), Rock, Country Music","Romance, Family, Comedy, Adventure, Sci-Fi, Erotic","Comedy, Drama, Entertainment (Variety Shows)","Science fiction, Romance, Self help, Diaries, Journals, Fantasy, Erotic fiction",2,2,-1,2,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,4,2,4,2,4,4,3,3,3,4,3,3,3,2,3,2,3,3,3,4,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1.6,1.4666666666666666,1.8,1.5333333333333334,1.8,2.6666666666666665,1.4666666666666666,1.5333333333333334,1.6,1.9333333333333333,1.8,1.6,2.2,1.2666666666666666,1.6,1.4,1.7333333333333334,1.5333333333333334,1.8,2.2666666666666666
1,25,Self-employment,1,1,United Kingdom,Internet,"Team sports (Footbal, Baseball, Rugby, ...) ","Grocery & beverages, Media (BMVD), Pet supplies, Sports & outdoor","Rock, Singer - Songwriter (inc. Folk), Alternative Music","Thriller, Comedy, Horror, Romance","Drama, Comedy, Sport",Horror,2,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,2,2,1,2,3,1,1,1,1,3,3,2,2,3,2,4,4,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1.1333333333333333,1.0666666666666667,1.0,1.0666666666666667,1.4,1.0,1.0,1.0,1.0,1.5333333333333334,1.1333333333333333,1.0666666666666667,1.0666666666666667,1.3333333333333333,1.0666666666666667,1.6666666666666667,1.2666666666666666,1.2,1.3333333333333333,1.0
1,30,Self-employment,1,1,United Kingdom,Internet,I do not like Sports,Health & Beauty,European Music (Folk-Pop),"Drama, Documentary",Drama,History,1,0,2,1,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,3,4,4,4,2,4,4,4,3,1,3,1,3,1,4,5,4,1,1,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,1,1,1,0,2.0,1.0,1.5333333333333334,2.466666666666667,2.0,2.4,1.0666666666666667,1.6,2.4,1.7333333333333334,1.8,1.0,1.8666666666666667,1.0,1.6666666666666667,1.0,1.4,1.9333333333333333,1.8,1.0
1,31,Temporary,1,0,United Kingdom,Internet,I do not like Sports,"Health & Beauty, Media (BMVD), Console & video games, Musical instruments & recording equipment, Stationery & office supplies","Rock, Easy Listening, Dance Music, Electronic Music, Pop (Popular music), Indie Pop","Adventure, Comedy, Sci-Fi","Comedy, Drama, Entertainment (Variety Shows), Music","Science fiction, Self help, Diaries, Journals",0,0,3,1,0,5,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,5,3,5,5,4,5,4,4,5,5,5,1,5,5,5,5,5,5,5,4,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,2.6666666666666665,1.3333333333333333,1.7333333333333334,3.4,2.466666666666667,3.466666666666667,3.0,1.8,2.4,2.533333333333333,3.1333333333333333,1.0,2.933333333333333,3.2666666666666666,2.933333333333333,1.8,2.8666666666666667,2.466666666666667,2.466666666666667,1.8
0,18,Self-employment,1,2,United Kingdom,Internet,I do not like Sports,"Console & video games, Betting, Computer software","Hip Hop - Rap, R&amp;B - Soul, Pop (Popular music)","Action, Comedy, Horror","Comedy, Entertainment (Variety Shows)",Series,0,2,2,0,-2,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,5,5,4,5,5,5,5,5,5,5,5,4,4,5,5,3,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,2.6,2.6666666666666665,2.2666666666666666,2.7333333333333334,4.066666666666666,4.4,4.733333333333333,2.6666666666666665,2.4,3.2666666666666666,2.533333333333333,2.8666666666666667,2.2,3.0,3.0,2.066666666666667,4.2,3.6,3.066666666666667,2.4
1,35,Self-employment,0,1,United Kingdom,Internet,Other,"Console & video games, Betting","Rock, Alternative Music",Thriller,"Factual, Entertainment (Variety Shows)","Series, Action and Adventure",-1,2,2,0,2,7,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,5,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2.466666666666667,3.066666666666667,3.0,3.6666666666666665,3.2,2.8,4.4,2.8,2.2,3.2,2.7333333333333334,2.933333333333333,2.533333333333333,2.3333333333333335,2.533333333333333,2.6666666666666665,2.4,3.0,2.7333333333333334,1.8666666666666667
1,33,Contract employment,1,2,United Kingdom,Movie,"Team sports (Footbal, Baseball, Rugby, ...) , Olympic sports‎","Console & video games, Betting, Toys & games","Dance Music, Pop (Popular music)","Thriller, Horror, Comedy, Adventure","Children's, Factual, Drama",Autobiographies,1,0,1,0,-1,6,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,3,4,4,4,4,4,2,3,4,4,4,3,2,3,2,4,4,4,3,0,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1,1,1,0,1.4666666666666666,1.6666666666666667,2.7333333333333334,1.6666666666666667,2.1333333333333333,2.6666666666666665,3.1333333333333333,1.0666666666666667,1.4666666666666666,2.1333333333333333,1.4,2.3333333333333335,1.5333333333333334,1.0666666666666667,1.3333333333333333,1.1333333333333333,1.8666666666666667,1.8,2.3333333333333335,1.1333333333333333
0,22,Temporary,0,0,India,Internet,Nothing,"Clothing & shoes, Automotive, Health & Beauty, Consumer electronics","Indie Pop, Country Music, Singer - Songwriter (inc. Folk)","Action, Adventure, Thriller, Comedy, Sci-Fi, Fantasy, Horror","Comedy, Entertainment (Variety Shows), Music, Religion &amp; Ethics, News","Religious, Self help, Math, Science",1,1,0,0,2,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,5,4,5,5,4,5,5,4,5,4,4,4,5,4,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3.2666666666666666,3.1333333333333333,3.3333333333333335,2.8,2.8,3.1333333333333333,2.4,3.6666666666666665,3.6,3.2,3.1333333333333333,2.3333333333333335,2.3333333333333335,3.3333333333333335,3.2666666666666666,3.533333333333333,3.066666666666667,3.3333333333333335,2.933333333333333,3.6
1,34,Contract employment,1,2,United Kingdom,Internet,"Individual sports‎ (Tennis, Archery, ...), Team sports (Footbal, Baseball, Rugby, ...) ","Health & Beauty, Jewellery & watches, Stationery & office supplies","Easy Listening, Classical Music, Dance Music","Thriller, Crime and Gangster, Sci-Fi","News, Drama","Drama, Science fiction, Mystery",0,0,0,1,1,12,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4,2,3,5,3,4,4,3,4,4,4,2,5,4,4,2,3,5,4,4,1,0,0,1,0,1,1,0,1,1,1,0,1,1,1,0,0,1,1,1,2.6666666666666665,1.2666666666666666,1.2,3.0,2.066666666666667,2.1333333333333333,2.7333333333333334,1.3333333333333333,1.5333333333333334,2.2666666666666666,1.9333333333333333,1.2666666666666666,3.533333333333333,1.8,2.1333333333333333,1.2,1.8666666666666667,2.466666666666667,2.533333333333333,1.4666666666666666
1,27,Contract employment,1,2,United Kingdom,Internet,"Indoor sports, Olympic sports‎","Baby products, Health & Beauty, Consumer electronics, Console & video games, Home stuffs, Grocery & beverages, Betting, Jewellery & watches","Dance Music, Easy Listening, European Music (Folk-Pop), Hip Hop - Rap, Indie Pop, Pop (Popular music), R&amp;B - Soul, Rock","Adventure, Action, Comedy, Drama, Horror, Sci-Fi","Comedy, Drama, Factual, Entertainment (Variety Shows), News, Music","Drama, Action and Adventure, Romance, Self help, Guide, Biographies, Anthologies, Children's, Cookbooks",2,0,1,0,2,4,0,1,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,4,5,5,5,5,4,5,5,5,5,5,5,5,4,5,5,4,5,5,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.533333333333333,3.0,3.466666666666667,3.466666666666667,3.066666666666667,2.6666666666666665,3.4,3.466666666666667,3.6,3.3333333333333335,3.0,1.8666666666666667,3.2666666666666666,2.533333333333333,3.2,2.8,2.6,3.1333333333333333,3.466666666666667,2.0
1,31,Self-employment,0,1,United Kingdom,Music,I do not like Sports,"Health & Beauty, Console & video games","Rock, Alternative Music","Comedy, Sci-Fi, Fantasy, Family","Comedy, Music, Drama",Series,0,2,1,4,2,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,2,4,5,5,4,3,4,4,3,4,3,4,4,4,4,2,5,1,1,0,0,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,0,1.6,1.2666666666666666,1.2,2.1333333333333333,2.2666666666666666,2.1333333333333333,1.6666666666666667,1.4,3.2,2.6666666666666665,1.7333333333333334,1.9333333333333333,1.5333333333333334,1.2666666666666666,1.8666666666666667,2.6666666666666665,1.8666666666666667,1.0666666666666667,2.066666666666667,1.0
0,37,Contract employment,1,1,United Kingdom,Internet,"Individual sports‎ (Tennis, Archery, ...)",Console & video games,Pop (Popular music),Comedy,Drama,Horror,2,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,5,4,4,4,4,4,5,4,4,4,4,5,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.466666666666667,3.066666666666667,3.3333333333333335,2.6666666666666665,3.1333333333333333,3.7333333333333334,3.7333333333333334,2.6,2.7333333333333334,3.2666666666666666,2.8,3.933333333333333,2.533333333333333,2.8666666666666667,2.8,2.6666666666666665,3.0,3.066666666666667,3.066666666666667,2.4
1,34,Contract employment,1,1,India,Internet,"Individual sports‎ (Tennis, Archery, ...), Team sports (Footbal, Baseball, Rugby, ...) ","Clothing & shoes, Health & Beauty, Tools & hardware, Outdoor Living, Grocery & beverages, Jewellery & watches, Sports & outdoor, Pet supplies, Toys & games","Dance Music, Pop (Popular music), Rock, Blues","Comedy, Sci-Fi, Family, Romance, Musical, Adventure","Comedy, Drama, Entertainment (Variety Shows), Music, Sport","Science fiction, Action and Adventure, Romance, Travel, Science, Religious, Fantasy",0,2,0,0,2,2,0,0,1,0,0,0,1,1,1,0,0,1,0,0,1,0,1,1,0,1,5,4,4,5,5,5,4,5,5,5,5,3,5,4,5,4,4,4,5,3,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,3.7333333333333334,2.933333333333333,2.8,3.466666666666667,3.2666666666666666,2.7333333333333334,2.8,3.4,3.2,3.1333333333333333,2.8,1.8,3.4,2.8666666666666667,3.6,2.7333333333333334,2.6666666666666665,2.933333333333333,3.2,1.8666666666666667
1,26,Temporary,1,0,India,Movie,"Individual sports‎ (Tennis, Archery, ...), Indoor sports","Outdoor Living, Grocery & beverages, Console & video games, Media (BMVD)","Reggae, Blues, Hip Hop - Rap","Thriller, Action, Romance, Comedy","Comedy, Drama, Factual, News","Science fiction, Guide, Encyclopedias, Cookbooks, Comics",0,-2,3,0,3,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,4,4,5,5,5,5,5,4,5,5,3,5,5,4,3,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,3.533333333333333,1.4,1.4,2.3333333333333335,4.2,2.8,4.0,1.4666666666666666,3.466666666666667,3.533333333333333,3.1333333333333333,1.2,2.8666666666666667,3.066666666666667,1.8,1.1333333333333333,3.1333333333333333,3.066666666666667,3.0,1.0
